Adoption,Died,Euthanasia,ID,Return_to_owner,Transfer
0.44,0.01,0.035,6686,0.32,0.195
0.035,0.0,0.23,6687,0.325,0.41
0.27,0.0,0.115,6688,0.34,0.275
0.555,0.0,0.02,6689,0.355,0.07
0.355,0.03,0.02,6690,0.485,0.11
0.825,0.0,0.005,6691,0.12,0.05
0.58,0.0,0.005,6692,0.165,0.25
0.695,0.0,0.01,6693,0.1,0.195
0.505,0.005,0.14,6694,0.09,0.26
0.065,0.0,0.3,6695,0.515,0.12
0.235,0.0,0.015,6696,0.405,0.345
0.0,0.0,0.01,6697,0.005,0.985
0.03,0.0,0.005,6698,0.0,0.965
0.03,0.0,0.055,6699,0.71,0.205
0.92,0.0,0.015,6700,0.0,0.065
0.695,0.0,0.0,6701,0.0,0.305
0.01,0.005,0.41,6702,0.08,0.495
0.61,0.01,0.005,6703,0.2,0.175
0.35,0.0,0.06,6704,0.39,0.2
0.065,0.0,0.135,6705,0.395,0.405
0.0,0.0,0.005,6706,0.0,0.995
0.205,0.0,0.06,6707,0.33,0.405
0.815,0.0,0.0,6708,0.035,0.15
0.285,0.02,0.03,6709,0.275,0.39
0.76,0.0,0.015,6710,0.17,0.055
0.295,0.0,0.035,6711,0.525,0.145
0.65,0.0,0.025,6712,0.055,0.27
0.37,0.0,0.035,6713,0.24,0.355
0.62,0.0,0.01,6714,0.085,0.285
0.55,0.0,0.25,6715,0.11,0.09
0.64,0.0,0.01,6716,0.315,0.035
0.03,0.005,0.105,6717,0.115,0.745
0.765,0.0,0.015,6718,0.175,0.045
0.565,0.01,0.02,6719,0.105,0.3
0.525,0.0,0.005,6720,0.28,0.19
0.545,0.0,0.045,6721,0.25,0.16
0.81,0.0,0.01,6722,0.16,0.02
0.465,0.0,0.01,6723,0.22,0.305
0.815,0.005,0.015,6724,0.065,0.1
0.6,0.005,0.01,6725,0.18,0.205
0.47,0.0,0.005,6726,0.1,0.425
0.0,0.095,0.095,6727,0.01,0.8
0.21,0.01,0.09,6728,0.6,0.09
0.285,0.02,0.02,6729,0.03,0.645
0.165,0.0,0.015,6730,0.0,0.82
0.16,0.0,0.035,6731,0.075,0.73
0.265,0.0,0.075,6732,0.61,0.05
0.725,0.0,0.0,6733,0.26,0.015
0.225,0.0,0.045,6734,0.565,0.165
0.665,0.0,0.005,6735,0.105,0.225
0.42,0.0,0.04,6736,0.425,0.115
0.255,0.005,0.02,6737,0.11,0.61
0.46,0.0,0.01,6738,0.195,0.335
0.335,0.0,0.06,6739,0.48,0.125
0.59,0.0,0.025,6740,0.26,0.125
0.2,0.0,0.04,6741,0.625,0.135
0.96,0.0,0.0,6742,0.04,0.0
0.515,0.0,0.005,6743,0.365,0.115
0.0,0.0,0.045,6744,0.0,0.955
0.15,0.0,0.085,6745,0.685,0.08
0.0,0.0,0.07,6746,0.0,0.93
0.03,0.005,0.215,6747,0.41,0.34
0.41,0.0,0.015,6748,0.46,0.115
0.595,0.0,0.045,6749,0.285,0.075
0.19,0.0,0.155,6750,0.265,0.39
0.0,0.0,0.195,6751,0.03,0.775
0.96,0.0,0.0,6752,0.005,0.035
0.78,0.0,0.025,6753,0.14,0.055
0.685,0.01,0.005,6754,0.15,0.15
0.505,0.005,0.03,6755,0.115,0.345
0.01,0.065,0.155,6756,0.0,0.77
0.14,0.025,0.52,6757,0.155,0.16
0.975,0.0,0.01,6758,0.005,0.01
0.0,0.0,0.0,6759,0.0,1.0
0.715,0.0,0.0,6760,0.185,0.1
0.225,0.015,0.255,6761,0.23,0.275
0.56,0.0,0.0,6762,0.16,0.28
0.83,0.0,0.0,6763,0.12,0.05
0.07,0.0,0.015,6764,0.075,0.84
0.435,0.0,0.005,6765,0.05,0.51
0.025,0.01,0.055,6766,0.68,0.23
0.87,0.0,0.0,6767,0.0,0.13
0.025,0.02,0.05,6768,0.45,0.455
0.65,0.0,0.015,6769,0.26,0.075
0.005,0.02,0.315,6770,0.045,0.615
0.0,0.0,0.015,6771,0.0,0.985
0.085,0.0,0.18,6772,0.565,0.17
0.055,0.06,0.3,6773,0.01,0.575
0.085,0.01,0.15,6774,0.69,0.065
0.695,0.0,0.0,6775,0.26,0.045
0.52,0.0,0.005,6776,0.29,0.185
0.905,0.0,0.0,6777,0.075,0.02
0.62,0.0,0.01,6778,0.17,0.2
1.0,0.0,0.0,6779,0.0,0.0
0.62,0.0,0.0,6780,0.275,0.105
0.525,0.0,0.015,6781,0.25,0.21
0.05,0.055,0.19,6782,0.005,0.7
0.055,0.005,0.065,6783,0.235,0.64
0.755,0.0,0.005,6784,0.02,0.22
0.605,0.005,0.0,6785,0.33,0.06
0.005,0.0,0.055,6786,0.0,0.94
0.51,0.0,0.035,6787,0.375,0.08
0.0,0.02,0.025,6788,0.0,0.955
0.57,0.0,0.025,6789,0.375,0.03
0.16,0.0,0.045,6790,0.515,0.28
0.285,0.0,0.08,6791,0.435,0.2
0.345,0.0,0.03,6792,0.405,0.22
0.245,0.0,0.045,6793,0.2,0.51
0.0,0.0,0.01,6794,0.0,0.99
0.0,0.0,0.025,6795,0.0,0.975
0.92,0.0,0.01,6796,0.03,0.04
0.96,0.0,0.0,6797,0.0,0.04
0.685,0.01,0.01,6798,0.105,0.19
0.595,0.0,0.005,6799,0.38,0.02
0.135,0.0,0.04,6800,0.245,0.58
0.0,0.005,0.04,6801,0.0,0.955
0.26,0.01,0.1,6802,0.475,0.155
0.28,0.0,0.085,6803,0.465,0.17
0.565,0.005,0.0,6804,0.11,0.32
0.015,0.015,0.27,6805,0.0,0.7
0.0,0.0,0.0,6806,0.0,1.0
0.14,0.0,0.03,6807,0.635,0.195
0.95,0.0,0.0,6808,0.0,0.05
0.11,0.0,0.005,6809,0.135,0.75
0.86,0.0,0.015,6810,0.07,0.055
0.545,0.0,0.0,6811,0.42,0.035
0.375,0.0,0.0,6812,0.555,0.07
0.75,0.0,0.005,6813,0.025,0.22
0.005,0.02,0.135,6814,0.025,0.815
0.145,0.005,0.13,6815,0.5,0.22
0.11,0.025,0.075,6816,0.02,0.77
1.0,0.0,0.0,6817,0.0,0.0
0.705,0.0,0.0,6818,0.065,0.23
0.165,0.005,0.09,6819,0.285,0.455
0.0,0.0,0.0,6820,0.0,1.0
0.29,0.0,0.045,6821,0.395,0.27
0.505,0.0,0.03,6822,0.345,0.12
0.32,0.0,0.03,6823,0.405,0.245
0.035,0.02,0.27,6824,0.0,0.675
0.42,0.005,0.02,6825,0.355,0.2
0.99,0.0,0.005,6826,0.005,0.0
0.03,0.005,0.04,6827,0.01,0.915
0.005,0.03,0.125,6828,0.025,0.815
0.47,0.02,0.075,6829,0.385,0.05
0.065,0.0,0.095,6830,0.3,0.54
0.58,0.0,0.035,6831,0.2,0.185
0.085,0.0,0.005,6832,0.0,0.91
0.0,0.0,0.06,6833,0.01,0.93
0.0,0.01,0.005,6834,0.0,0.985
0.545,0.0,0.035,6835,0.365,0.055
0.025,0.22,0.215,6836,0.0,0.54
0.0,0.12,0.04,6837,0.0,0.84
0.345,0.0,0.225,6838,0.175,0.255
0.665,0.0,0.02,6839,0.255,0.06
0.0,0.045,0.015,6840,0.01,0.93
0.0,0.005,0.035,6841,0.0,0.96
0.0,0.0,0.01,6842,0.0,0.99
0.815,0.0,0.0,6843,0.0,0.185
0.165,0.0,0.22,6844,0.255,0.36
0.36,0.005,0.175,6845,0.39,0.07
0.1,0.005,0.225,6846,0.35,0.32
0.41,0.025,0.29,6847,0.115,0.16
0.98,0.0,0.005,6848,0.005,0.01
0.46,0.0,0.05,6849,0.38,0.11
0.0,0.0,0.015,6850,0.005,0.98
0.0,0.0,0.015,6851,0.0,0.985
0.0,0.0,0.005,6852,0.0,0.995
0.82,0.005,0.02,6853,0.15,0.005
0.245,0.0,0.12,6854,0.08,0.555
0.085,0.005,0.045,6855,0.38,0.485
0.405,0.0,0.0,6856,0.27,0.325
0.0,0.035,0.395,6857,0.0,0.57
0.245,0.005,0.04,6858,0.605,0.105
0.63,0.0,0.0,6859,0.25,0.12
0.615,0.0,0.0,6860,0.315,0.07
0.92,0.02,0.0,6861,0.0,0.06
0.125,0.005,0.27,6862,0.18,0.42
0.63,0.0,0.015,6863,0.25,0.105
0.775,0.0,0.0,6864,0.01,0.215
0.795,0.0,0.02,6865,0.115,0.07
0.145,0.085,0.075,6866,0.045,0.65
0.255,0.01,0.07,6867,0.09,0.575
0.0,0.0,0.02,6868,0.0,0.98
0.66,0.0,0.015,6869,0.02,0.305
0.98,0.0,0.0,6870,0.0,0.02
0.0,0.015,0.02,6871,0.0,0.965
0.775,0.0,0.01,6872,0.04,0.175
0.655,0.0,0.02,6873,0.3,0.025
0.555,0.0,0.0,6874,0.025,0.42
0.62,0.0,0.005,6875,0.245,0.13
0.295,0.0,0.05,6876,0.25,0.405
0.125,0.0,0.01,6877,0.63,0.235
1.0,0.0,0.0,6878,0.0,0.0
0.2,0.0,0.095,6879,0.495,0.21
0.0,0.0,0.005,6880,0.0,0.995
0.0,0.0,0.005,6881,0.0,0.995
0.95,0.0,0.0,6882,0.015,0.035
0.075,0.02,0.08,6883,0.01,0.815
0.57,0.0,0.095,6884,0.07,0.265
0.0,0.0,0.0,6885,0.0,1.0
0.215,0.0,0.015,6886,0.27,0.5
0.005,0.0,0.005,6887,0.0,0.99
0.915,0.005,0.0,6888,0.0,0.08
0.56,0.015,0.0,6889,0.075,0.35
0.66,0.0,0.055,6890,0.215,0.07
0.0,0.005,0.0,6891,0.0,0.995
0.83,0.0,0.0,6892,0.015,0.155
0.49,0.005,0.02,6893,0.385,0.1
0.335,0.0,0.15,6894,0.225,0.29
0.9,0.0,0.0,6895,0.04,0.06
0.825,0.0,0.0,6896,0.005,0.17
0.03,0.0,0.04,6897,0.49,0.44
0.06,0.0,0.255,6898,0.415,0.27
0.6,0.0,0.02,6899,0.26,0.12
0.51,0.0,0.0,6900,0.43,0.06
0.77,0.0,0.025,6901,0.025,0.18
1.0,0.0,0.0,6902,0.0,0.0
0.995,0.0,0.0,6903,0.005,0.0
0.0,0.0,0.02,6904,0.035,0.945
0.455,0.0,0.045,6905,0.44,0.06
0.025,0.015,0.115,6906,0.555,0.29
0.06,0.02,0.06,6907,0.055,0.805
0.405,0.0,0.005,6908,0.17,0.42
0.745,0.0,0.0,6909,0.055,0.2
0.545,0.0,0.0,6910,0.31,0.145
0.47,0.0,0.025,6911,0.405,0.1
0.0,0.0,0.045,6912,0.0,0.955
0.955,0.0,0.0,6913,0.015,0.03
0.02,0.02,0.09,6914,0.09,0.78
0.135,0.025,0.05,6915,0.0,0.79
0.44,0.0,0.025,6916,0.29,0.245
0.99,0.0,0.0,6917,0.01,0.0
0.45,0.0,0.035,6918,0.355,0.16
0.915,0.0,0.0,6919,0.075,0.01
0.36,0.075,0.075,6920,0.01,0.48
0.155,0.0,0.14,6921,0.11,0.595
0.035,0.01,0.055,6922,0.015,0.885
0.585,0.0,0.02,6923,0.325,0.07
0.005,0.0,0.02,6924,0.0,0.975
0.595,0.04,0.01,6925,0.075,0.28
0.825,0.0,0.0,6926,0.095,0.08
0.015,0.02,0.72,6927,0.015,0.23
0.695,0.0,0.015,6928,0.065,0.225
0.32,0.0,0.0,6929,0.43,0.25
0.645,0.0,0.005,6930,0.13,0.22
0.95,0.0,0.005,6931,0.035,0.01
0.37,0.0,0.01,6932,0.515,0.105
0.0,0.01,0.245,6933,0.16,0.585
0.515,0.0,0.005,6934,0.215,0.265
0.21,0.0,0.05,6935,0.14,0.6
0.97,0.0,0.005,6936,0.015,0.01
0.71,0.0,0.01,6937,0.2,0.08
0.615,0.0,0.005,6938,0.15,0.23
0.19,0.0,0.0,6939,0.01,0.8
0.015,0.0,0.035,6940,0.155,0.795
0.315,0.0,0.01,6941,0.43,0.245
0.97,0.0,0.0,6942,0.01,0.02
0.995,0.0,0.0,6943,0.0,0.005
0.0,0.0,0.0,6944,0.0,1.0
0.93,0.005,0.01,6945,0.0,0.055
0.595,0.0,0.075,6946,0.215,0.115
0.11,0.02,0.025,6947,0.0,0.845
0.305,0.01,0.135,6948,0.165,0.385
0.955,0.0,0.0,6949,0.0,0.045
0.44,0.0,0.045,6950,0.385,0.13
0.01,0.005,0.005,6951,0.0,0.98
0.64,0.0,0.005,6952,0.045,0.31
0.77,0.0,0.0,6953,0.0,0.23
0.225,0.0,0.06,6954,0.225,0.49
0.57,0.0,0.0,6955,0.18,0.25
0.0,0.0,0.0,6956,0.0,1.0
0.9,0.0,0.0,6957,0.01,0.09
0.315,0.0,0.015,6958,0.455,0.215
0.715,0.0,0.005,6959,0.125,0.155
0.755,0.0,0.005,6960,0.175,0.065
0.08,0.0,0.0,6961,0.02,0.9
0.03,0.075,0.16,6962,0.0,0.735
0.01,0.005,0.04,6963,0.035,0.91
0.355,0.015,0.005,6964,0.58,0.045
0.01,0.025,0.005,6965,0.0,0.96
0.465,0.0,0.02,6966,0.355,0.16
0.54,0.0,0.03,6967,0.155,0.275
0.995,0.0,0.0,6968,0.0,0.005
0.005,0.355,0.145,6969,0.0,0.495
0.46,0.0,0.01,6970,0.08,0.45
0.815,0.005,0.0,6971,0.055,0.125
0.205,0.005,0.03,6972,0.32,0.44
0.015,0.05,0.065,6973,0.065,0.805
0.51,0.0,0.03,6974,0.37,0.09
0.0,0.01,0.19,6975,0.01,0.79
0.515,0.0,0.005,6976,0.03,0.45
0.64,0.0,0.0,6977,0.34,0.02
0.415,0.0,0.12,6978,0.055,0.41
0.38,0.0,0.01,6979,0.09,0.52
0.605,0.0,0.01,6980,0.335,0.05
0.575,0.0,0.005,6981,0.385,0.035
0.495,0.0,0.015,6982,0.36,0.13
0.435,0.015,0.03,6983,0.225,0.295
0.675,0.0,0.015,6984,0.185,0.125
0.315,0.005,0.195,6985,0.32,0.165
0.33,0.005,0.105,6986,0.415,0.145
0.855,0.0,0.005,6987,0.085,0.055
0.975,0.0,0.0,6988,0.025,0.0
0.495,0.005,0.0,6989,0.19,0.31
0.235,0.0,0.005,6990,0.15,0.61
0.275,0.0,0.03,6991,0.205,0.49
0.385,0.0,0.02,6992,0.375,0.22
0.36,0.0,0.035,6993,0.255,0.35
0.625,0.0,0.015,6994,0.275,0.085
0.01,0.0,0.315,6995,0.38,0.295
0.75,0.005,0.005,6996,0.07,0.17
0.0,0.04,0.095,6997,0.05,0.815
0.0,0.0,0.095,6998,0.02,0.885
0.3,0.0,0.035,6999,0.56,0.105
0.95,0.005,0.0,7000,0.015,0.03
0.76,0.0,0.0,7001,0.02,0.22
0.915,0.0,0.0,7002,0.03,0.055
0.145,0.0,0.01,7003,0.585,0.26
0.0,0.0,0.045,7004,0.01,0.945
0.565,0.0,0.01,7005,0.105,0.32
0.0,0.025,0.025,7006,0.0,0.95
0.0,0.0,0.005,7007,0.0,0.995
0.39,0.0,0.045,7008,0.17,0.395
0.475,0.0,0.0,7009,0.15,0.375
0.795,0.0,0.0,7010,0.12,0.085
0.915,0.005,0.0,7011,0.06,0.02
0.17,0.005,0.095,7012,0.02,0.71
0.965,0.0,0.0,7013,0.01,0.025
0.995,0.0,0.0,7014,0.0,0.005
0.58,0.0,0.025,7015,0.235,0.16
0.005,0.015,0.38,7016,0.145,0.455
0.79,0.0,0.06,7017,0.105,0.045
0.985,0.0,0.0,7018,0.01,0.005
0.225,0.005,0.295,7019,0.15,0.325
0.0,0.035,0.13,7020,0.005,0.83
0.33,0.005,0.03,7021,0.255,0.38
0.035,0.0,0.1,7022,0.16,0.705
0.36,0.08,0.045,7023,0.02,0.495
0.005,0.025,0.625,7024,0.025,0.32
0.06,0.005,0.19,7025,0.155,0.59
0.39,0.0,0.01,7026,0.43,0.17
0.0,0.1,0.17,7027,0.0,0.73
0.96,0.0,0.0,7028,0.025,0.015
0.115,0.005,0.095,7029,0.685,0.1
0.0,0.14,0.17,7030,0.045,0.645
0.67,0.0,0.0,7031,0.27,0.06
0.465,0.0,0.005,7032,0.065,0.465
0.0,0.0,0.035,7033,0.0,0.965
0.985,0.0,0.0,7034,0.0,0.015
0.475,0.0,0.025,7035,0.135,0.365
0.005,0.02,0.415,7036,0.145,0.415
0.635,0.0,0.03,7037,0.285,0.05
0.475,0.0,0.035,7038,0.15,0.34
0.995,0.0,0.0,7039,0.005,0.0
0.14,0.005,0.435,7040,0.065,0.355
0.065,0.005,0.14,7041,0.37,0.42
0.435,0.0,0.075,7042,0.24,0.25
0.305,0.01,0.005,7043,0.005,0.675
0.35,0.0,0.005,7044,0.0,0.645
0.46,0.0,0.065,7045,0.22,0.255
0.865,0.0,0.0,7046,0.11,0.025
0.51,0.0,0.055,7047,0.225,0.21
0.49,0.015,0.04,7048,0.28,0.175
0.785,0.0,0.0,7049,0.14,0.075
0.0,0.0,0.0,7050,0.0,1.0
0.09,0.04,0.565,7051,0.065,0.24
0.0,0.0,0.005,7052,0.0,0.995
0.345,0.0,0.0,7053,0.045,0.61
0.455,0.0,0.02,7054,0.39,0.135
0.1,0.0,0.155,7055,0.36,0.385
0.105,0.035,0.0,7056,0.0,0.86
0.0,0.0,0.045,7057,0.0,0.955
0.16,0.0,0.12,7058,0.545,0.175
0.02,0.015,0.375,7059,0.255,0.335
0.075,0.0,0.06,7060,0.195,0.67
0.0,0.14,0.29,7061,0.0,0.57
0.935,0.0,0.0,7062,0.05,0.015
0.375,0.005,0.05,7063,0.38,0.19
0.0,0.005,0.09,7064,0.0,0.905
0.42,0.0,0.06,7065,0.26,0.26
0.74,0.0,0.005,7066,0.03,0.225
0.75,0.0,0.01,7067,0.065,0.175
0.385,0.0,0.01,7068,0.43,0.175
0.775,0.0,0.005,7069,0.16,0.06
0.86,0.015,0.035,7070,0.0,0.09
0.525,0.0,0.085,7071,0.205,0.185
0.675,0.0,0.0,7072,0.27,0.055
0.0,0.01,0.005,7073,0.0,0.985
0.435,0.0,0.015,7074,0.425,0.125
0.01,0.005,0.055,7075,0.38,0.55
0.925,0.0,0.0,7076,0.04,0.035
0.93,0.02,0.005,7077,0.0,0.045
0.41,0.0,0.01,7078,0.165,0.415
0.005,0.005,0.005,7079,0.005,0.98
0.73,0.0,0.035,7080,0.15,0.085
0.83,0.0,0.0,7081,0.105,0.065
0.745,0.005,0.0,7082,0.09,0.16
0.505,0.0,0.01,7083,0.195,0.29
0.385,0.0,0.02,7084,0.37,0.225
0.955,0.0,0.0,7085,0.015,0.03
0.92,0.02,0.0,7086,0.045,0.015
0.055,0.0,0.055,7087,0.005,0.885
0.545,0.005,0.005,7088,0.135,0.31
0.955,0.0,0.0,7089,0.01,0.035
0.74,0.0,0.04,7090,0.135,0.085
0.315,0.01,0.015,7091,0.44,0.22
0.685,0.0,0.0,7092,0.005,0.31
0.035,0.0,0.07,7093,0.225,0.67
0.405,0.0,0.035,7094,0.43,0.13
0.0,0.01,0.01,7095,0.005,0.975
0.0,0.0,0.01,7096,0.0,0.99
0.55,0.015,0.005,7097,0.03,0.4
0.995,0.0,0.005,7098,0.0,0.0
0.02,0.0,0.06,7099,0.025,0.895
0.02,0.0,0.065,7100,0.15,0.765
0.34,0.0,0.035,7101,0.49,0.135
0.0,0.01,0.01,7102,0.0,0.98
0.495,0.01,0.065,7103,0.115,0.315
0.0,0.01,0.005,7104,0.0,0.985
0.005,0.04,0.07,7105,0.02,0.865
0.995,0.0,0.0,7106,0.005,0.0
0.625,0.0,0.0,7107,0.35,0.025
0.02,0.0,0.075,7108,0.44,0.465
0.0,0.0,0.155,7109,0.0,0.845
0.165,0.0,0.11,7110,0.455,0.27
0.22,0.0,0.09,7111,0.57,0.12
0.0,0.0,0.015,7112,0.0,0.985
0.685,0.0,0.01,7113,0.085,0.22
0.05,0.0,0.33,7114,0.4,0.22
0.31,0.0,0.005,7115,0.34,0.345
0.43,0.0,0.03,7116,0.445,0.095
0.53,0.0,0.07,7117,0.34,0.06
0.015,0.0,0.015,7118,0.02,0.95
0.39,0.0,0.035,7119,0.42,0.155
0.725,0.0,0.005,7120,0.19,0.08
0.41,0.0,0.065,7121,0.335,0.19
0.695,0.0,0.0,7122,0.235,0.07
0.785,0.0,0.0,7123,0.2,0.015
0.01,0.005,0.035,7124,0.0,0.95
0.545,0.0,0.015,7125,0.03,0.41
0.965,0.015,0.005,7126,0.0,0.015
0.27,0.0,0.02,7127,0.445,0.265
0.0,0.02,0.015,7128,0.0,0.965
0.56,0.005,0.015,7129,0.18,0.24
0.005,0.005,0.41,7130,0.01,0.57
0.0,0.0,0.005,7131,0.0,0.995
0.27,0.0,0.175,7132,0.325,0.23
0.835,0.0,0.005,7133,0.04,0.12
0.225,0.0,0.085,7134,0.305,0.385
0.67,0.005,0.005,7135,0.11,0.21
0.705,0.0,0.0,7136,0.0,0.295
0.815,0.0,0.005,7137,0.0,0.18
0.56,0.0,0.015,7138,0.225,0.2
0.03,0.01,0.065,7139,0.0,0.895
0.0,0.0,0.04,7140,0.0,0.96
0.0,0.0,0.0,7141,0.0,1.0
0.39,0.0,0.015,7142,0.565,0.03
1.0,0.0,0.0,7143,0.0,0.0
0.01,0.0,0.1,7144,0.69,0.2
0.905,0.0,0.0,7145,0.03,0.065
0.845,0.0,0.0,7146,0.0,0.155
0.81,0.0,0.0,7147,0.125,0.065
0.61,0.0,0.025,7148,0.17,0.195
0.99,0.0,0.0,7149,0.005,0.005
0.945,0.0,0.0,7150,0.025,0.03
0.0,0.0,0.08,7151,0.745,0.175
0.035,0.0,0.12,7152,0.14,0.705
0.31,0.0,0.035,7153,0.265,0.39
0.2,0.0,0.065,7154,0.465,0.27
0.035,0.01,0.12,7155,0.025,0.81
0.415,0.0,0.075,7156,0.225,0.285
0.0,0.0,0.0,7157,0.0,1.0
0.48,0.0,0.02,7158,0.11,0.39
0.57,0.005,0.0,7159,0.165,0.26
0.325,0.0,0.04,7160,0.48,0.155
0.12,0.005,0.105,7161,0.22,0.55
0.66,0.0,0.005,7162,0.135,0.2
0.005,0.005,0.415,7163,0.07,0.505
0.0,0.005,0.0,7164,0.0,0.995
0.925,0.0,0.0,7165,0.03,0.045
0.445,0.0,0.01,7166,0.485,0.06
0.065,0.02,0.205,7167,0.33,0.38
0.525,0.0,0.015,7168,0.315,0.145
0.0,0.0,0.005,7169,0.0,0.995
0.035,0.0,0.105,7170,0.365,0.495
0.735,0.0,0.005,7171,0.24,0.02
0.01,0.0,0.505,7172,0.055,0.43
0.335,0.0,0.01,7173,0.42,0.235
0.16,0.005,0.095,7174,0.14,0.6
0.81,0.0,0.0,7175,0.005,0.185
1.0,0.0,0.0,7176,0.0,0.0
0.355,0.0,0.01,7177,0.095,0.54
0.0,0.0,0.02,7178,0.0,0.98
0.515,0.0,0.025,7179,0.27,0.19
0.005,0.005,0.015,7180,0.755,0.22
0.4,0.0,0.08,7181,0.45,0.07
0.085,0.025,0.005,7182,0.005,0.88
0.355,0.0,0.005,7183,0.055,0.585
0.47,0.0,0.005,7184,0.035,0.49
0.21,0.005,0.045,7185,0.08,0.66
0.88,0.0,0.0,7186,0.055,0.065
0.375,0.0,0.025,7187,0.26,0.34
0.69,0.0,0.005,7188,0.28,0.025
0.17,0.0,0.0,7189,0.055,0.775
0.37,0.0,0.02,7190,0.365,0.245
0.325,0.0,0.035,7191,0.47,0.17
0.25,0.0,0.02,7192,0.535,0.195
0.895,0.025,0.0,7193,0.0,0.08
1.0,0.0,0.0,7194,0.0,0.0
0.02,0.005,0.39,7195,0.215,0.37
0.255,0.01,0.06,7196,0.465,0.21
0.945,0.0,0.005,7197,0.0,0.05
0.98,0.0,0.005,7198,0.005,0.01
0.895,0.0,0.0,7199,0.04,0.065
0.775,0.0,0.0,7200,0.015,0.21
0.255,0.0,0.09,7201,0.59,0.065
0.12,0.015,0.05,7202,0.44,0.375
0.25,0.095,0.105,7203,0.03,0.52
0.385,0.0,0.015,7204,0.39,0.21
0.955,0.005,0.0,7205,0.005,0.035
0.76,0.0,0.005,7206,0.155,0.08
0.395,0.0,0.095,7207,0.2,0.31
1.0,0.0,0.0,7208,0.0,0.0
0.68,0.0,0.005,7209,0.265,0.05
0.835,0.0,0.0,7210,0.0,0.165
0.005,0.03,0.185,7211,0.025,0.755
0.075,0.0,0.145,7212,0.495,0.285
0.475,0.005,0.005,7213,0.095,0.42
0.01,0.02,0.275,7214,0.1,0.595
0.065,0.13,0.09,7215,0.0,0.715
0.0,0.045,0.59,7216,0.02,0.345
0.615,0.0,0.0,7217,0.025,0.36
0.0,0.0,0.045,7218,0.0,0.955
0.99,0.0,0.0,7219,0.005,0.005
0.19,0.0,0.12,7220,0.48,0.21
0.37,0.0,0.06,7221,0.195,0.375
0.0,0.0,0.0,7222,0.0,1.0
0.02,0.0,0.095,7223,0.275,0.61
0.86,0.0,0.0,7224,0.135,0.005
0.805,0.0,0.01,7225,0.145,0.04
0.86,0.0,0.0,7226,0.0,0.14
0.06,0.0,0.075,7227,0.485,0.38
0.0,0.0,0.005,7228,0.0,0.995
0.075,0.0,0.12,7229,0.365,0.44
0.025,0.01,0.05,7230,0.185,0.73
0.0,0.07,0.015,7231,0.0,0.915
0.505,0.0,0.05,7232,0.215,0.23
0.865,0.0,0.005,7233,0.0,0.13
0.455,0.0,0.025,7234,0.26,0.26
0.36,0.0,0.015,7235,0.41,0.215
0.955,0.0,0.0,7236,0.02,0.025
0.28,0.03,0.26,7237,0.115,0.315
0.0,0.0,0.0,7238,0.0,1.0
0.505,0.005,0.095,7239,0.33,0.065
0.195,0.0,0.015,7240,0.65,0.14
0.305,0.0,0.055,7241,0.465,0.175
0.725,0.0,0.0,7242,0.25,0.025
0.93,0.0,0.0,7243,0.0,0.07
0.335,0.005,0.175,7244,0.39,0.095
0.245,0.01,0.015,7245,0.005,0.725
0.245,0.01,0.01,7246,0.035,0.7
0.0,0.01,0.025,7247,0.0,0.965
0.145,0.005,0.075,7248,0.11,0.665
0.705,0.0,0.005,7249,0.265,0.025
0.0,0.0,0.025,7250,0.0,0.975
0.965,0.0,0.005,7251,0.025,0.005
0.025,0.01,0.015,7252,0.015,0.935
0.985,0.0,0.0,7253,0.005,0.01
0.13,0.035,0.135,7254,0.035,0.665
0.64,0.0,0.01,7255,0.3,0.05
0.355,0.005,0.035,7256,0.365,0.24
0.795,0.0,0.005,7257,0.015,0.185
0.0,0.005,0.035,7258,0.0,0.96
0.63,0.0,0.005,7259,0.28,0.085
0.13,0.0,0.04,7260,0.595,0.235
0.05,0.0,0.22,7261,0.42,0.31
0.635,0.0,0.0,7262,0.025,0.34
0.89,0.0,0.0,7263,0.025,0.085
0.535,0.0,0.01,7264,0.365,0.09
0.54,0.0,0.0,7265,0.41,0.05
0.0,0.0,0.02,7266,0.0,0.98
0.41,0.005,0.085,7267,0.29,0.21
0.17,0.015,0.02,7268,0.0,0.795
0.025,0.02,0.455,7269,0.07,0.43
0.1,0.01,0.12,7270,0.455,0.315
0.23,0.0,0.065,7271,0.455,0.25
0.875,0.01,0.0,7272,0.0,0.115
0.31,0.0,0.04,7273,0.29,0.36
0.135,0.01,0.035,7274,0.41,0.41
0.265,0.0,0.05,7275,0.49,0.195
0.545,0.0,0.0,7276,0.35,0.105
0.01,0.035,0.17,7277,0.115,0.67
0.0,0.04,0.085,7278,0.0,0.875
0.58,0.0,0.0,7279,0.32,0.1
0.83,0.0,0.0,7280,0.005,0.165
0.57,0.005,0.02,7281,0.07,0.335
0.47,0.005,0.0,7282,0.415,0.11
0.39,0.0,0.06,7283,0.09,0.46
0.02,0.02,0.28,7284,0.005,0.675
0.005,0.01,0.03,7285,0.02,0.935
0.975,0.0,0.0,7286,0.005,0.02
0.0,0.035,0.225,7287,0.0,0.74
0.22,0.0,0.055,7288,0.525,0.2
0.57,0.0,0.025,7289,0.155,0.25
0.0,0.0,0.005,7290,0.0,0.995
0.0,0.02,0.005,7291,0.025,0.95
0.915,0.0,0.0,7292,0.0,0.085
